ekstep_seen/Ekstep_12_lang_tvnews/eng/33_3099file-idJOStsz8hfks.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/28_3485file-idQtUkyUC_oAk.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/331_3364file-idRdkccNAxBVo.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/463_3099file-idJOStsz8hfks.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/231_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/8_82_3006file-idVaUtciRvzPU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/4_81_3508file-idKGIZnCr1sUU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/462_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/384_3423file-idpzEWJnJIYj4.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/468_3591file-idqPGKar9yEs8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/6_36_3372file-idzxPl3PGAi58.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_42_3372file-idzxPl3PGAi58.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/5_81_3006file-idVaUtciRvzPU.wav | True: English | Pred: Kannada | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/0_95_3508file-idKGIZnCr1sUU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_453_3518file-idOq04LYWpVJY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/168_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_289_3364file-idRdkccNAxBVo.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/4_132_3508file-idKGIZnCr1sUU.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/304_3492file-idpRh2YUvEL6c.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/38_3591file-idqPGKar9yEs8.wav | True: English | Pred: English | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/6_129_3372file-idzxPl3PGAi58.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/39_3364file-idRdkccNAxBVo.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/466_3518file-idOq04LYWpVJY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/46_3442file-idS3aYFjSSbeI.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/294_3485file-idQtUkyUC_oAk.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/0_406_3364file-idRdkccNAxBVo.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/7_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/285_3492file-idpRh2YUvEL6c.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/113_3582file-id4ZzR022M8SI.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/33_3372file-idzxPl3PGAi58.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/122_3480file-idz7Aa-uwAmcQ.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/43_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/308_3364file-idRdkccNAxBVo.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/204_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/142_3550file-idMad-xnTt5hY.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/282_3411file-id7-0nDgvKXc8.wav | True: English | Pred: English | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_217_3620file-idChkyQW8wgb4.wav | True: English | Pred: English | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/260_3470file-idcoSDGXWF2e4.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_23_3572file-idH20UrMpZ9DY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/465_3364file-idRdkccNAxBVo.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_110_3442file-idS3aYFjSSbeI.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/330_3591file-idqPGKar9yEs8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/421_3420file-idVj-qb4iPZaY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/482_3390file-idOWGReNIczT4.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/193_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/99_3477file-id1cURp2wWKXM.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/342_3412file-idBcnUSDPcbPY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/170_3006file-idVaUtciRvzPU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/2_163_3572file-idH20UrMpZ9DY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/440_3390file-idOWGReNIczT4.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/236_3420file-idVj-qb4iPZaY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/235_3460file-idZySiYgJP8vc.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/151_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/345_3480file-idz7Aa-uwAmcQ.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/35_3364file-idRdkccNAxBVo.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/246_3591file-idqPGKar9yEs8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/11_120_3006file-idVaUtciRvzPU.wav | True: English | Pred: Kannada | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/194_3492file-idpRh2YUvEL6c.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/272_3364file-idRdkccNAxBVo.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/2_132_3508file-idKGIZnCr1sUU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/366_3480file-idz7Aa-uwAmcQ.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/0_129_3372file-idzxPl3PGAi58.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/357_3582file-id4ZzR022M8SI.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/44_3572file-idH20UrMpZ9DY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/478_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/274_3390file-idOWGReNIczT4.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/268_3492file-idpRh2YUvEL6c.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/0_123_3364file-idRdkccNAxBVo.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/168_3485file-idQtUkyUC_oAk.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/342_3620file-idChkyQW8wgb4.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/278_3390file-idOWGReNIczT4.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/393_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/4_266_3442file-idS3aYFjSSbeI.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_5_3420file-idVj-qb4iPZaY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/152_3530file-id_GUic7K4jdY.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/9_144_3442file-idS3aYFjSSbeI.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/4_206_3006file-idVaUtciRvzPU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/290_3518file-idOq04LYWpVJY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/104_3420file-idVj-qb4iPZaY.wav | True: English | Pred: English | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/351_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/5_164_3518file-idOq04LYWpVJY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/488_3364file-idRdkccNAxBVo.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/169_3454file-idm9Ni-YYX_60.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/140_3364file-idRdkccNAxBVo.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/0_41_3508file-idKGIZnCr1sUU.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/398_3420file-idVj-qb4iPZaY.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/175_3364file-idRdkccNAxBVo.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/10_135_3442file-idS3aYFjSSbeI.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/483_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/2_415_3591file-idqPGKar9yEs8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/489_3591file-idqPGKar9yEs8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/470_3518file-idOq04LYWpVJY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/131_3420file-idVj-qb4iPZaY.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/364_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/294_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/495_3485file-idQtUkyUC_oAk.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/25_3372file-idzxPl3PGAi58.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/103_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/222_3412file-idBcnUSDPcbPY.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/227_3590file-id6z2TuwUZ7Bk.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/5_271_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/326_3591file-idqPGKar9yEs8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/192_3454file-idm9Ni-YYX_60.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/321_3099file-idJOStsz8hfks.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_35_3572file-idH20UrMpZ9DY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/59_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/2_27_3508file-idKGIZnCr1sUU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/295_3099file-idJOStsz8hfks.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/182_3492file-idpRh2YUvEL6c.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/264_3364file-idRdkccNAxBVo.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_85_3508file-idKGIZnCr1sUU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/452_3569file-idr2GGTm3SJqI.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/485_3591file-idqPGKar9yEs8.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/394_3420file-idVj-qb4iPZaY.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/435_3412file-idBcnUSDPcbPY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/36_3357file-ideLaH5MZbGB4.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/456_3390file-idOWGReNIczT4.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_447_3591file-idqPGKar9yEs8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/310_3420file-idVj-qb4iPZaY.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/4_145_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/384_3530file-id_GUic7K4jdY.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/313_3460file-idZySiYgJP8vc.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/179_3412file-idBcnUSDPcbPY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/258_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/388_3470file-idcoSDGXWF2e4.wav | True: English | Pred: English | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/135_3372file-idzxPl3PGAi58.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/87_3508file-idKGIZnCr1sUU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/216_3591file-idqPGKar9yEs8.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/101_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/140_3442file-idS3aYFjSSbeI.wav | True: English | Pred: English | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/3_20_3572file-idH20UrMpZ9DY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/133_3364file-idRdkccNAxBVo.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_139_3372file-idzxPl3PGAi58.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/34_3527file-idAqhooq_51Dg.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/361_3492file-idpRh2YUvEL6c.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/370_3485file-idQtUkyUC_oAk.wav | True: English | Pred: English | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/323_3423file-idpzEWJnJIYj4.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/443_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/177_3420file-idVj-qb4iPZaY.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/7_3477file-id1cURp2wWKXM.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/436_3518file-idOq04LYWpVJY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/13_92_3372file-idzxPl3PGAi58.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/121_3530file-id_GUic7K4jdY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/254_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/63_3372file-idzxPl3PGAi58.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/148_3423file-idpzEWJnJIYj4.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/9_35_3542file-idlsBv6CrpzFM.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/126_3508file-idKGIZnCr1sUU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/109_3518file-idOq04LYWpVJY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/222_3492file-idpRh2YUvEL6c.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/261_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/183_3460file-idZySiYgJP8vc.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/387_3485file-idQtUkyUC_oAk.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/205_3470file-idcoSDGXWF2e4.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/317_3419file-id0z8yQZmpZAE.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_176_3582file-id4ZzR022M8SI.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/2_287_3364file-idRdkccNAxBVo.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_26_3411file-id7-0nDgvKXc8.wav | True: English | Pred: English | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/373_3470file-idcoSDGXWF2e4.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/2_48_3542file-idlsBv6CrpzFM.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/264_3442file-idS3aYFjSSbeI.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/91_3518file-idOq04LYWpVJY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/401_3532file-idu3AvlpFHdTU.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/119_3006file-idVaUtciRvzPU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/386_3454file-idm9Ni-YYX_60.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/203_3581file-idkwh3C43x62E.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/94_3372file-idzxPl3PGAi58.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/138_3411file-id7-0nDgvKXc8.wav | True: English | Pred: English | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/358_3492file-idpRh2YUvEL6c.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/115_3006file-idVaUtciRvzPU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/439_3492file-idpRh2YUvEL6c.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/134_3411file-id7-0nDgvKXc8.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_105_3518file-idOq04LYWpVJY.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/390_3099file-idJOStsz8hfks.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/9_36_3372file-idzxPl3PGAi58.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/268_3442file-idS3aYFjSSbeI.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/100_3372file-idzxPl3PGAi58.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/434_3591file-idqPGKar9yEs8.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/0_278_3364file-idRdkccNAxBVo.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/78_3485file-idQtUkyUC_oAk.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/1_34_3508file-idKGIZnCr1sUU.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/400_3364file-idRdkccNAxBVo.wav | True: English | Pred: Bengali | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/42_3530file-id_GUic7K4jdY.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/291_3420file-idVj-qb4iPZaY.wav | True: English | Pred: Punjabi | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/11_36_3372file-idzxPl3PGAi58.wav | True: English | Pred: English | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/13_3590file-id6z2TuwUZ7Bk.wav | True: English | Pred: Malayalam | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/eng/386_3390file-idOWGReNIczT4.wav | True: English | Pred: Punjabi | MISMATCH
