File | True Lang | Simple Pred | Enhanced Pred | Simple Match | Enhanced Match
ekstep_seen/Ekstep_12_lang_tvnews/mar/15_339file-id6OcU3M5H4wQ.wav | Marathi | Odia | Odia | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/2_15_665file-id3V1FWrzkVwM.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/49_839file-idDHPOsDEC4gk.wav | Marathi | Bengali | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/2_6_492file-idfnE-VrEjLUo.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/11_844file-idVP-CwzIrR_w.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/26_1038file-idJ4Rz1w3cPFI.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/10_360file-idHYnSA7lMbOY.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_30_816file-idprysW1FCaqk.wav | Marathi | Punjabi | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/43_1115file-idis4BTmLj-Vc.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/5_78_745file-id26s5JxnWSGo.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/14_3_296file-id3zQB6eV0aGg.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/10_390file-idYqyxSmTMnWM.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_113_727file-id4JtvIl8ReiQ.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/19_413file-idGFYuRcbDoYU.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_145_790file-idUIKmdtyEVhw.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_30_2698file-idQV27PwVAExk.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/5_58_839file-idDHPOsDEC4gk.wav | Marathi | Malayalam | Marathi | MISMATCH | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/51_663file-idufF83fO-K48.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_33_1883file-id_fQdqtkmSSs.wav | Marathi | Malayalam | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/5_1233file-idZsT6Y5-9y_o.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/91_603file-idmv0Z-arE-Io.wav | Marathi | Punjabi | Odia | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/147_1582file-idvHTdDPgcVr8.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_4_705file-id949hEF67ghg.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/7_12_1711file-id66wEBM3ndVA.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_491file-idAg8OrG1LNmk.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/175_1986file-id0wC6MwvOWDk.wav | Marathi | Punjabi | Gujarati | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/16_481file-idecljdtgCbag.wav | Marathi | Punjabi | Assamese | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/54_392file-idYLFRfnowpvA.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/268_1986file-id0wC6MwvOWDk.wav | Marathi | Punjabi | Gujarati | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/61_470file-idHRn3LLDtt1E.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/156_1986file-id0wC6MwvOWDk.wav | Marathi | Punjabi | Odia | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/106_2789file-idBANwLul2S1k.wav | Marathi | Malayalam | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/6_250file-id4fJZTBzK8hY.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/36_441file-idmNJsREbhGNY.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_39_413file-idGFYuRcbDoYU.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/2_3_527file-id2pk42i9HIMY.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/44_514file-id84rb9ewpT8g.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/6_2126file-idjFNCIIIahYw.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/20_431file-idsD6VutlZnlA.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/10_640file-idemaXsESb2tg.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/35_263file-idMhBNNvUbZSk.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_11_992file-idYXMpZ-d0mPM.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/2_36_623file-idRrD5W5F9nws.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/22_543file-idsOmybUoO8g4.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/1_584file-idnOgX7-YJJnI.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_150_1091file-idHAfGZDAHkX4.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/66_584file-id6aAwR49QdJU.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/18_598file-idNe5JSTcMmKg.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/59_938file-idH1fzTx_yczM.wav | Marathi | Bengali | Gujarati | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/1_3_509file-idVYsBCMG2Wj0.wav | Marathi | Punjabi | Odia | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/8_410file-idKcr_4tHJFP8.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/6_37_1567file-idoug8L_-zKZk.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/138_1304file-idlGonjs104Wc.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/37_1612file-id7g0Z3nfKXbw.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/1_1_571file-id2M114ndDQeg.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/14_11_1892file-idHvPG2T1YmPw.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/115_1478file-idQc8nR5bBAXk.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/32_387file-idApBycrxwWeI.wav | Marathi | Punjabi | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_15_782file-idWqCQx0yt4pQ.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/7_72_1924file-idyKMrOltCk3Y.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/35_420file-idvT9axGQeaKg.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/61_828file-idej4fd0lJAVg.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_21_984file-ida8G2o7EGuUw.wav | Marathi | Malayalam | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_23_1080file-idwwtzrghlpt0.wav | Marathi | Bengali | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_61_393file-idVMNtF9sZtQQ.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_2247file-idmSidB7Iz5A4.wav | Marathi | Bengali | Marathi | MISMATCH | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_68_745file-id26s5JxnWSGo.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/1_26_454file-idDogBRRRfpBA.wav | Marathi | Punjabi | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/66_646file-idEAsBjrjz-VQ.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_413file-idGFYuRcbDoYU.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/61_470file-idQvC1KThz_30.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/151_1582file-idvHTdDPgcVr8.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/5_431file-idiB_gtFxvGes.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/48_584file-id6aAwR49QdJU.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/10_472file-idvqQsN5kybdE.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/20_462file-idUgVLhWCSwk8.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/90_888file-idibXayLccvN0.wav | Marathi | Punjabi | Gujarati | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_40_816file-idprysW1FCaqk.wav | Marathi | Malayalam | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/331_3067file-idLfgIa_ETHC0.wav | Marathi | Punjabi | Gujarati | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/25_308file-idgxuzGEs_PJo.wav | Marathi | Bengali | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/21_346file-idziT2Lg2syS4.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/21_394file-id_OXQX2X-RnE.wav | Marathi | Malayalam | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/51_582file-idYQR9gD2SjQk.wav | Marathi | Malayalam | Odia | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_2_806file-idPR2pbF352Sg.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/60_975file-idudeNO9XPToM.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/101_911file-idejPDuN7TY5Y.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/18_25_1883file-id_fQdqtkmSSs.wav | Marathi | Punjabi | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/1_2_712file-id_Zhzmbo_naU.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/2_123_1475file-idoVX5omfryZY.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/6_19_1892file-idHvPG2T1YmPw.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/2_13_782file-idWqCQx0yt4pQ.wav | Marathi | Malayalam | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/29_900file-idm29TA5PmFRQ.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/60_395file-id3KklgB_2S_Y.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/9_462file-idUgVLhWCSwk8.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_106_938file-idH1fzTx_yczM.wav | Marathi | Punjabi | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/1_3_1202file-idY74WITW82sQ.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/2_149_1582file-idvHTdDPgcVr8.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/29_454file-idDogBRRRfpBA.wav | Marathi | Malayalam | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/2_23_604file-id0n89yFe1pxY.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/4_5_282file-idVxZegLRJrvQ.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/55_491file-idAg8OrG1LNmk.wav | Marathi | Punjabi | Gujarati | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/18_623file-idRrD5W5F9nws.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_120_727file-id4JtvIl8ReiQ.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_25_329file-idm07gGXZiOkM.wav | Marathi | Malayalam | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/18_604file-id0n89yFe1pxY.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/83_1582file-idvHTdDPgcVr8.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/81_687file-idwCKDGOrd5pk.wav | Marathi | Punjabi | Gujarati | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/1_20_296file-idxmBYQ6V4e8M.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/2_15_838file-idFol3XiVDnCA.wav | Marathi | Punjabi | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/6_14_3204file-idw_uynUarjUE.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/7_38_463file-idCRCVRYTCIFo.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/14_305file-idCDq0awg5LEY.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/92_911file-idejPDuN7TY5Y.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_17_314file-idW_jISNEZWZM.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/5_11_1582file-idvHTdDPgcVr8.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/25_911file-idejPDuN7TY5Y.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/86_1612file-id7g0Z3nfKXbw.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_13_1272file-idZRYO0Oud3zc.wav | Marathi | Punjabi | Marathi | MISMATCH | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/14_942file-idF2hZ-8TAuFg.wav | Marathi | Punjabi | Odia | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/47_524file-idW7Y9nwksjT0.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/98_518file-idjnodmCwR99Y.wav | Marathi | Punjabi | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/49_392file-idYLFRfnowpvA.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/1_3_926file-idaXESB80PXz8.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_17_344file-idiI1AxYU6yK4.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_344file-idiI1AxYU6yK4.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_8_389file-idPc0JZayZyAU.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/119_1038file-idJ4Rz1w3cPFI.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/2_50_1711file-id66wEBM3ndVA.wav | Marathi | Assamese | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/45_2175file-ideh7uOXlfyFk.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/23_598file-idNe5JSTcMmKg.wav | Marathi | Bengali | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/32_269file-idwsDio5ky4u0.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/28_1304file-idlGonjs104Wc.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/3_4_304file-idGve1fcWSk8k.wav | Marathi | Malayalam | Bengali | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/1_1_590file-idBuddIxfOrB0.wav | Marathi | Odia | Marathi | MISMATCH | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/17_286file-idW-OALGOPpbg.wav | Marathi | Punjabi | Gujarati | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_305file-idAT1y8w9aCyQ.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_7_605file-idUGU8jtWDYvE.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_61_2789file-idBANwLul2S1k.wav | Marathi | Punjabi | Odia | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/142_918file-idTv-1X0aJXU4.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/40_450file-idHuDUhK1Oxx8.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/11_71_3204file-idw_uynUarjUE.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/7_21_2698file-idQV27PwVAExk.wav | Marathi | Assamese | Odia | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_23_803file-idWQvHSF9MLpw.wav | Marathi | Punjabi | Marathi | MISMATCH | MATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/1_10_382file-idO4yHSq_69SY.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/0_19_420file-idbg2heX6zAEo.wav | Marathi | Punjabi | Assamese | MISMATCH | MISMATCH
ekstep_seen/Ekstep_12_lang_tvnews/mar/145_651file-idZ7kt2iAPbS0.wav | Marathi | Punjabi | Punjabi | MISMATCH | MISMATCH
